^ARTICOLO        ^|^DES.ART.^|^DES.ART.2^|^N.ORD.^|^ANNO^|^RG^|^CONTO^|^RAG.SOC.^|^UM^|^Q.TA^|^Q.TA RESIDUA^|^Q.TA PRONTA^|^D.CONS. ^|^IMP.NET.RES.^
^A235460         ^|^TESTATA POMPA PA730.1         ^|^<554>                         ^|^A0000777^|2017|11|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^06/04/2018^|^           4.054,00^
^A235480         ^|^TESTATA PA 530-730 TE 55      ^|^<556>                         ^|^A0000171^|2018|1|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|71000|0|^10/04/2018^|^             233,45^
^A235480         ^|^TESTATA PA 530-730 TE 55      ^|^<556>                         ^|^A0000219^|2018|1|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.600,000^|^          1.600,000^|0|^26/04/2018^|^           5.020,80^
^A235480         ^|^TESTATA PA 530-730 TE 55      ^|^<556>                         ^|^A0000219^|2018|2|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^           3.138,00^
^A235500         ^|^COPERCHIO VALVOLE PA 530      ^|^<558>                         ^|^A0000006^|2018|5|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          2.000,000^|900000|0|^09/04/2018^|^           1.332,00^
^A235500         ^|^COPERCHIO VALVOLE PA 530      ^|^<558>                         ^|^A0000030^|2018|2|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^10/04/2018^|^           2.220,00^
^A235500         ^|^COPERCHIO VALVOLE PA 530      ^|^<558>                         ^|^A0000219^|2018|3|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^26/04/2018^|^           2.960,00^
^A235500         ^|^COPERCHIO VALVOLE PA 530      ^|^<558>                         ^|^A0000130^|2018|1|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^10/05/2018^|^           2.960,00^
^A235550         ^|^SCATOLA RIDUTTORE LAVORATA    ^|^<562>                         ^|^A0000950^|2017|3|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|498000|0|^09/03/2018^|^           4.585,58^
^A235550         ^|^SCATOLA RIDUTTORE LAVORATA    ^|^<562> EX  XAHL251SCAR 3HL039.5^|^A0000202^|2018|3|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^06/07/2018^|^           4.631,50^
^A235551         ^|^SCATOLA RIDUTTORE MODIF.      ^|^<562>                         ^|^A0000950^|2017|4|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/03/2018^|^           4.502,50^
^A235560         ^|^CALOTTA MOTORE                ^|^<563>                         ^|^A0000950^|2017|6|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/04/2018^|^           1.656,50^
^A235560         ^|^CALOTTA MOTORE                ^|^<563>                         ^|^A0000202^|2018|7|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^06/07/2018^|^           1.664,00^
^A235620         ^|^COPERCHIO                     ^|^<569>                         ^|^A0000122^|2018|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^           1.660,50^
^A235620         ^|^COPERCHIO                     ^|^<569>                         ^|^A0000122^|2018|2|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^           1.660,50^
^A235710         ^|^FONDO SELETTORE ZST0264       ^|^<578>                         ^|^A0000122^|2018|5|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^09/04/2018^|^           2.518,00^
^A235750         ^|^SCATOLA SBLOCCO ZAHL251       ^|^<582>                         ^|^A0000202^|2018|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^07/05/2018^|^           1.015,50^
^A235750         ^|^SCATOLA SBLOCCO ZAHL251       ^|^<582>                         ^|^A0000202^|2018|8|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^           1.015,50^
^A235940         ^|^TESTATA SERBATOIO             ^|^<596>                         ^|^A0000810^|2017|3|8004126|^WAM Industriale spa           ^|^PZ^|^          5.000,000^|400000|0|^12/03/2018^|^           1.152,00^
^A235940         ^|^TESTATA SERBATOIO             ^|^<596>                         ^|^A0000002^|2018|4|8004126|^WAM Industriale spa           ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^05/04/2018^|^          14.400,00^
^A235940         ^|^TESTATA SERBATOIO             ^|^<596>                         ^|^A0000002^|2018|1|8004126|^WAM Industriale spa           ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^11/05/2018^|^          14.400,00^
^A235940         ^|^TESTATA SERBATOIO             ^|^<596>                         ^|^A0000279^|2018|2|8004126|^WAM Industriale spa           ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^30/08/2018^|^          14.400,00^
^A236220         ^|^SCOCCA SX                     ^|^<611>                         ^|^A0000175^|2018|2|8004336|^TAU SRL                       ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^           7.402,00^
^A236230         ^|^SCOCCA DX <1173>              ^|^<ex 61101>                    ^|^A0000175^|2018|1|8004336|^TAU SRL                       ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^           7.402,00^
^A236450         ^|^SCATOLA RIDUTTORE             ^|^<629>                         ^|^A0001021^|2017|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|506000|^09/04/2018^|^           2.931,50^
^A236660         ^|^STAFFA COMANDO A DISTANZA     ^|^<646>                         ^|^A0000971^|2017|3|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/06/2018^|^             959,00^
^A236670         ^|^RACCORDO FLANGIATO MASC. G 3/4^|^90C<647>                      ^|^A0000777^|2017|17|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^06/04/2018^|^             820,00^
^A236670         ^|^RACCORDO FLANGIATO MASC. G 3/4^|^90C<647>                      ^|^A0000285^|2018|1|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^21/05/2018^|^             820,00^
^A236670         ^|^RACCORDO FLANGIATO MASC. G 3/4^|^90C<647>                      ^|^A0000285^|2018|2|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^08/06/2018^|^             820,00^
^A236671         ^|^RACCORDO FLANGIATO MAS. G 1/2 ^|^90C<647>                      ^|^A0000777^|2017|14|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          2.000,000^|435000|0|^09/03/2018^|^             356,70^
^A236671         ^|^RACCORDO FLANGIATO MAS. G 1/2 ^|^90C<647>                      ^|^A0000219^|2018|4|8003098|^IDROMECCANICA BERTOLINI SPA   ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^26/04/2018^|^           1.640,00^
^A236870         ^|^FLANGIA COPER ENT V0.25 P63 AL^|^LUMINIO <659>                 ^|^A0000018^|2018|1|8004793|^B.R.T. spa                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^06/04/2018^|^           5.740,00^
^A236880         ^|^CASSA " F "                   ^|^<661>                         ^|^A0000040^|2018|1|8004798|^CO.ME.P. SRL                  ^|^PZ^|^          1.100,000^|282000|0|^09/03/2018^|^           3.474,24^
^A237100         ^|^SETTORE PROGRESSIVO           ^|^<675> 0FS3014-204             ^|^A0000178^|2018|1|8004321|^ECOFLAM BRUCIATORI SPA        ^|^PZ^|300000|300000|0|^13/04/2018^|^             991,20^
^A237101         ^|^SETTORE PROGRESSIVO           ^|^                              ^|^A0000178^|2018|2|8004321|^ECOFLAM BRUCIATORI SPA        ^|^PZ^|200000|200000|0|^13/04/2018^|^             660,80^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^S0000026^|2018|3|8004303|^CAME SPA                      ^|^PZ^|252000|252000|0|^01/04/2018^|^             942,23^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^A0000281^|2018|2|8004303|^CAME SPA                      ^|^PZ^|816000|816000|0|^23/04/2018^|^           3.051,02^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^A0000281^|2018|3|8004303|^CAME SPA                      ^|^PZ^|720000|720000|0|^23/04/2018^|^           2.692,08^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^S0000041^|2018|3|8004303|^CAME SPA                      ^|^PZ^|240000|240000|0|^02/05/2018^|^             897,36^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^S0000042^|2018|3|8004303|^CAME SPA                      ^|^PZ^|360000|360000|0|^01/06/2018^|^           1.346,04^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^S0000043^|2018|3|8004303|^CAME SPA                      ^|^PZ^|732000|732000|0|^01/07/2018^|^           2.736,95^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^S0000044^|2018|3|8004303|^CAME SPA                      ^|^PZ^|360000|360000|0|^01/08/2018^|^           1.346,04^
^A237111         ^|^CARCASSA MOTORIDUTTORE BX-243 ^|^dis. 7055/B <676>             ^|^S0000045^|2018|3|8004303|^CAME SPA                      ^|^PZ^|360000|360000|0|^01/09/2018^|^           1.346,04^
^A237120         ^|^FLANGIA  Frontale Motostar    ^|^<677>                         ^|^S0000026^|2018|4|8004303|^CAME SPA                      ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/04/2018^|^             893,00^
^A237120         ^|^FLANGIA  Frontale Motostar    ^|^<677>                         ^|^A0000281^|2018|1|8004303|^CAME SPA                      ^|^PZ^|900000|900000|0|^23/04/2018^|^             803,70^
^A237120         ^|^FLANGIA  Frontale Motostar    ^|^<677>                         ^|^S0000043^|2018|4|8004303|^CAME SPA                      ^|^PZ^|900000|900000|0|^01/07/2018^|^             803,70^
^A237120         ^|^FLANGIA  Frontale Motostar    ^|^<677>                         ^|^S0000044^|2018|4|8004303|^CAME SPA                      ^|^PZ^|900000|900000|0|^01/08/2018^|^             803,70^
^A237300         ^|^NUOVA FLANGIA DI TRASCINAMENTO^|^<728>                         ^|^S0000026^|2018|29|8004303|^CAME SPA                      ^|^PZ^|900000|900000|0|^01/04/2018^|^             459,90^
^A237300         ^|^NUOVA FLANGIA DI TRASCINAMENTO^|^<728>                         ^|^S0000042^|2018|37|8004303|^CAME SPA                      ^|^PZ^|900000|900000|0|^01/06/2018^|^             459,90^
^A237300         ^|^NUOVA FLANGIA DI TRASCINAMENTO^|^<728>                         ^|^S0000044^|2018|39|8004303|^CAME SPA                      ^|^PZ^|900000|900000|0|^01/08/2018^|^             459,90^
^A237330         ^|^BASE X SCOR. cod. DY BASE     ^|^GR-001 <731> C/RULLATURA      ^|^A0000939^|2017|3|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|128000|^09/04/2018^|^           7.646,00^
^A237330         ^|^BASE X SCOR. cod. DY BASE     ^|^GR-001 <731> C/RULLATURA      ^|^A0000258^|2018|3|8004806|^KING GATES SRL                ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^10/07/2018^|^          11.856,00^
^A237340         ^|^CALOTTA MOT. INF. x SCORREVOLE^|^RULLATA cod. DY CAL1-001<732> ^|^A0000054^|2018|1|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^           1.500,00^
^A237350         ^|^CALOTTA MOT. SUP. x SCORREVOLE^|^RULL cod DYCALS-001<900108900 ^|^A0000939^|2017|5|8004806|^KING GATES SRL                ^|^PZ^|500000|500000|0|^09/04/2018^|^             816,50^
^A237360         ^|^FLANGIA POSTERIORE x SCORREVOL^|^DYFLAN-VE-001<900109000>RULLAT^|^A0000939^|2017|7|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|601000|0|^09/03/2018^|^           1.205,01^
^A237360         ^|^FLANGIA POSTERIORE x SCORREVOL^|^DYFLAN-VE-001<900109000>RULLAT^|^A0000939^|2017|8|8004806|^KING GATES SRL                ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^09/04/2018^|^           3.007,50^
^A237360         ^|^FLANGIA POSTERIORE x SCORREVOL^|^DYFLAN-VE-001<900109000>RULLAT^|^A0000054^|2018|2|8004806|^KING GATES SRL                ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^07/05/2018^|^           4.010,00^
^A237370         ^|^LEVA SBLOCCO SCORREVOLE       ^|^DY SBLO-VE-001                ^|^A0000939^|2017|10|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|637000|0|^09/03/2018^|^           1.038,95^
^A237370         ^|^LEVA SBLOCCO SCORREVOLE       ^|^DY SBLO-VE-001                ^|^A0000054^|2018|3|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^           1.631,00^
^A237370         ^|^LEVA SBLOCCO SCORREVOLE       ^|^DY SBLO-VE-001                ^|^A0000258^|2018|4|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^10/07/2018^|^           1.639,00^
^A237380         ^|^GUSCIO SUPERIORE BATTENTE cod.^|^JEGU-SUP-GR<73400> GRIGIO     ^|^A0000939^|2017|15|8004806|^KING GATES SRL                ^|^PZ^|500000|500000|0|^02/05/2018^|^           3.542,50^
^A237390         ^|^GUSCIO INFERIORE BATTENTE cod.^|^JEGU-INF-GR<73401> GRIGIO     ^|^A0000939^|2017|13|8004806|^KING GATES SRL                ^|^PZ^|500000|500000|0|^02/05/2018^|^           2.787,50^
^A237410         ^|^MANIGLIA SBLOCCO BATTENTE     ^|^PARTE MOBILE GRIGIO           ^|^A0000939^|2017|19|8004806|^KING GATES SRL                ^|^PZ^|500000|500000|0|^09/04/2018^|^             642,50^
^A237410         ^|^MANIGLIA SBLOCCO BATTENTE     ^|^PARTE MOBILE GRIGIO           ^|^A0000258^|2018|1|8004806|^KING GATES SRL                ^|^PZ^|500000|500000|0|^18/05/2018^|^             647,50^
^A237410         ^|^MANIGLIA SBLOCCO BATTENTE     ^|^PARTE MOBILE GRIGIO           ^|^A0000258^|2018|2|8004806|^KING GATES SRL                ^|^PZ^|500000|500000|0|^10/07/2018^|^             647,50^
^A237411         ^|^MANIGLIA SBLOCCO BATTENTE     ^|^PARTE MOBILE NERA             ^|^A0000867^|2017|11|8004806|^KING GATES SRL                ^|^PZ^|200000|200000|236000|^12/01/2018^|^             287,80^
^A237411         ^|^MANIGLIA SBLOCCO BATTENTE     ^|^PARTE MOBILE NERA             ^|^A0000939^|2017|20|8004806|^KING GATES SRL                ^|^PZ^|300000|300000|0|^09/03/2018^|^             431,70^
^A237420         ^|^CALOTTA MOTORE BATTENTE RULLAT^|^cod. JE CALOTTA <736>         ^|^A0000939^|2017|11|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^           1.429,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.A C/TORR.POSTER.FIX^|^A0001027^|2017|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|652000|0|^05/04/2018^|^             521,60^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.A C/TORR.POSTER.FIX^|^A0000139^|2018|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^16/04/2018^|^           1.600,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.A C/TORR.POSTER.FIX^|^A0000011^|2018|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^09/05/2018^|^           1.600,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.A C/TORR.POSTER.FIX^|^A0000173^|2018|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^21/05/2018^|^           1.600,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.B C/TORR.POSTER.FIX^|^A0000250^|2018|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^04/05/2018^|^           1.600,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.B C/TORR.POSTER.FIX^|^A0000268^|2018|3|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^18/05/2018^|^           3.200,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.B C/TORR.POSTER.FIX^|^A0000268^|2018|4|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^05/06/2018^|^           1.600,00^
^A237690         ^|^CALOTTA POSTER.MEC71 DA110    ^|^3172-1 REV.B C/TORR.POSTER.FIX^|^A0000284^|2018|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^05/06/2018^|^           3.200,00^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0001027^|2017|1|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|684000|0|^05/04/2018^|^             588,24^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0000139^|2018|1|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^16/04/2018^|^           1.720,00^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0000250^|2018|1|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^04/05/2018^|^           1.720,00^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0000011^|2018|1|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^09/05/2018^|^           1.720,00^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0000268^|2018|1|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^18/05/2018^|^           3.440,00^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0000173^|2018|1|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^21/05/2018^|^           1.720,00^
^A237700         ^|^CALOTTA ANTERIORE MEC71 DA110 ^|^ANNO 2016 COD. 2262-1 REV.A   ^|^A0000268^|2018|2|8003223|^LGB Elettropompe S.R.L.       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^05/06/2018^|^           1.720,00^
