^PRODOTTO^|^DESCRIZIONE^|^DESCRIZIONE TECNICA^|^LIV^|^COMPONENTE^|^DesComp^|^DesComp1^|^UM^|^QTIMPIEGATA^|^QTEFFETTIVA^
^A200630^|^CALOTTA MEC 80 ANTERIORE APERT^|^A BASSA 4 FORI <71001>^|1|^E200630^|^CALOTTA MEC 80 ANTERIORE APERT^|^A BASSA 4 FORI grezzo <71001>^|^PZ^|1|1
^A200630^|^CALOTTA MEC 80 ANTERIORE APERT^|^A BASSA 4 FORI <71001>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|240|264
^A200640^|^SEMIGUSCIO POSTERIORE PER VERS^|^IONE ENCODER NUOVO <56801>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.1|0.1
^A200640^|^SEMIGUSCIO POSTERIORE PER VERS^|^IONE ENCODER NUOVO <56801>^|1|^E200640^|^SEMIGUSCIO POSTERIORE PER VERS^|^. ENCODER NUOVO grezzo <56801>^|^PZ^|1|1
^A200640^|^SEMIGUSCIO POSTERIORE PER VERS^|^IONE ENCODER NUOVO <56801>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1280|1408
^A200650^|^CORPO PISTOLA Z PRAS PRESSOFUS^|^O <22202>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200650^|^CORPO PISTOLA Z PRAS PRESSOFUS^|^O <22202>^|1|^E200650^|^CORPO PISTOLA Z PRAS PRESSOFUS^|^O grezzo <22202>^|^PZ^|1|1
^A200650^|^CORPO PISTOLA Z PRAS PRESSOFUS^|^O <22202>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|290|319
^A200651^|^CORPO PISTOLA 26C.AP <222>^||1|^E200651^|^CORPO PISTOLA 26C.AP grezzo^|^<222>^|^PZ^|1|1
^A200651^|^CORPO PISTOLA 26C.AP <222>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|290|319
^A200660^|^CALOTTA JG41201^|^<713>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0.02|0.02
^A200660^|^CALOTTA JG41201^|^<713>^|1|^E200660^|^CALOTTA JG41201^|^grezzo <713>^|^PZ^|1|1
^A200660^|^CALOTTA JG41201^|^<713>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|230|253
^A200670^|^SNODO IN ALLUMINIO^|^<714>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200670^|^SNODO IN ALLUMINIO^|^<714>^|1|^E200670^|^SNODO IN ALLUMINIO^|^grezzo <714>^|^PZ^|1|1
^A200670^|^SNODO IN ALLUMINIO^|^<714>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|320|352
^A200680^|^CAMMA PREMI CUNEI^|^<715>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A200680^|^CAMMA PREMI CUNEI^|^<715>^|1|^E200680^|^CAMMA PREMI CUNEI^|^grezzo <715>^|^PZ^|1|1
^A200680^|^CAMMA PREMI CUNEI^|^<715>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|25|27.5
^A200690^|^BICCHIERE SUB 2000   32 mm C/M^|^ARCHIO SEA LAND <716>^|1|^E200690^|^BICCHIERE SUB 2000   32 mm C/M^|^ARCHIO SEA LAND grezzo <716>^|^PZ^|1|1
^A200690^|^BICCHIERE SUB 2000   32 mm C/M^|^ARCHIO SEA LAND <716>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|375|412.5
^A200701^|^BASE C/PIOLO ALL.  <94>^||1|^E200701^|^BASE C/PIOLO ALL. grezza  <94>^||^PZ^|1|1
^A200710^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" SX 819061 V7035<717>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200710^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" SX 819061 V7035<717>^|1|^E200710^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" SX grezzo <717>^|^PZ^|1|1
^A200710^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" SX 819061 V7035<717>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A200711^|^SUPPORTO SPALLA ALL. SX^|^RAL9006 OP. 819061 V9006<717>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A200711^|^SUPPORTO SPALLA ALL. SX^|^RAL9006 OP. 819061 V9006<717>^|1|^E200710^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" SX grezzo <717>^|^PZ^|1|1
^A200711^|^SUPPORTO SPALLA ALL. SX^|^RAL9006 OP. 819061 V9006<717>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A200720^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" DX 819061 V7035<717>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200720^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" DX 819061 V7035<717>^|1|^E200720^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" DX grezzo <717>^|^PZ^|1|1
^A200720^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" DX 819061 V7035<717>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A200721^|^SUPPORTO SPALLA ALLUM. DX^|^RAL 9006 OP. 819061 V9006<717>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A200721^|^SUPPORTO SPALLA ALLUM. DX^|^RAL 9006 OP. 819061 V9006<717>^|1|^E200720^|^SUPPORTO ALLUMINIO SPALLA "SIL^|^VER" DX grezzo <717>^|^PZ^|1|1
^A200721^|^SUPPORTO SPALLA ALLUM. DX^|^RAL 9006 OP. 819061 V9006<717>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A200730^|^PIASTRA CONTENIMENTO SBLOCCO C^|^UBIC 2709 <718>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A200730^|^PIASTRA CONTENIMENTO SBLOCCO C^|^UBIC 2709 <718>^|1|^E200730^|^PIASTRA CONTENIMENTO SBLOCCO C^|^UBIC 2709 grezzo <718>^|^PZ^|1|1
^A200730^|^PIASTRA CONTENIMENTO SBLOCCO C^|^UBIC 2709 <718>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|258|283.8
^A200740^|^CALOTTA SUPERIORE MOTORE DEIMO^|^S D610337 <719>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200740^|^CALOTTA SUPERIORE MOTORE DEIMO^|^S D610337 <719>^|1|^E200740^|^CALOTTA SUPERIORE MOTORE DEIMO^|^S D610337 grezzo <719>^|^PZ^|1|1
^A200740^|^CALOTTA SUPERIORE MOTORE DEIMO^|^S D610337 <719>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|174|191.4
^A200750^|^CALOTTA INFERIORE MOTORE DEIMO^|^S D610338 <719>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200750^|^CALOTTA INFERIORE MOTORE DEIMO^|^S D610338 <719>^|1|^E200750^|^CALOTTA INFERIORE MOTORE DEIMO^|^S D610338 grezzo <719>^|^PZ^|1|1
^A200750^|^CALOTTA INFERIORE MOTORE DEIMO^|^S D610338 <719>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|208|228.8
^A200760^|^PIASTRINA RIARMO SBLOCCO CUBIC^|^_6 2826 <720>^|1|7900049|^CARTONI 400x300x265^||^PZ^|0|0
^A200760^|^PIASTRINA RIARMO SBLOCCO CUBIC^|^_6 2826 <720>^|1|7900096|^SACCHETTI POLIET.50X70 SP.0,40^||^GR^|1|1
^A200760^|^PIASTRINA RIARMO SBLOCCO CUBIC^|^_6 2826 <720>^|1|^E200760^|^PIASTRINA RIARMO SBLOCCO CUBIC^|^_6 2826 grezzo <720>^|^PZ^|1|1
^A200760^|^PIASTRINA RIARMO SBLOCCO CUBIC^|^_6 2826 <720>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|25|27.5
^A200770^|^BASE SBLOCCO A CHIAVE CUBIC 6^|^2827 <720>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200770^|^BASE SBLOCCO A CHIAVE CUBIC 6^|^2827 <720>^|1|^E200770^|^BASE SBLOCCO A CHIAVE CUBIC 6^|^2827 grezzo <720>^|^PZ^|1|1
^A200770^|^BASE SBLOCCO A CHIAVE CUBIC 6^|^2827 <720>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|160|176
^A200780^|^COPERCHIO SBLOCCO A CHIAVE CUB^|^IC 6 2828 <720>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A200780^|^COPERCHIO SBLOCCO A CHIAVE CUB^|^IC 6 2828 <720>^|1|^E200780^|^COPERCHIO SBLOCCO A CHIAVE CUB^|^IC 6 2828 grezzo <720>^|^PZ^|1|1
^A200780^|^COPERCHIO SBLOCCO A CHIAVE CUB^|^IC 6 2828 <720>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|150|165
^A200790^|^PIATTO PORTA MOLLA SBLOCCO CUB^|^IC 6 2833 <720>^|1|7900049|^CARTONI 400x300x265^||^PZ^|0|0
^A200790^|^PIATTO PORTA MOLLA SBLOCCO CUB^|^IC 6 2833 <720>^|1|7900096|^SACCHETTI POLIET.50X70 SP.0,40^||^GR^|1|1
^A200790^|^PIATTO PORTA MOLLA SBLOCCO CUB^|^IC 6 2833 <720>^|1|^E200790^|^PIATTO PORTA MOLLA^|^CUBIC 2833^|^PZ^|1|1
^A200790^|^PIATTO PORTA MOLLA SBLOCCO CUB^|^IC 6 2833 <720>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|25|27.5
^A200801^|^SETTORE DI PREMONTAGGIO ALL.^|^<95>^|1|^E200801^|^SETTORE DI PREMONTAGGIO ALL.^|^grezzo  <95>^|^PZ^|1|1
^A200810^|^SUPPORTO REVO PLUS - versione^|^con filetti laterali <723>^|1|^E200810^|^SUPPORTO REVO PLUS - versione^|^per filetti laterali <723>^|^PZ^|1|1
^A200810^|^SUPPORTO REVO PLUS - versione^|^con filetti laterali <723>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1280|1408
^A200811^|^SUPPORTO REVO PLUS - versione^|^senza filetti laterali <723>^|1|^E200811^|^SUPPORTO REVO PLUS - versione^|^senza filetti laterali <723>^|^PZ^|1|1
^A200811^|^SUPPORTO REVO PLUS - versione^|^senza filetti laterali <723>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1280|1408
^A200901^|^TESTA DISTRIBUTORE LUX^|266|1|^E200901^|^FUSIONE TESTA DISTRIBUTORE LUX^|^grezza  <266>^|^PZ^|1|1
^A200901^|^TESTA DISTRIBUTORE LUX^|266|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|465|497.55
^A201001^|^NON USARE^|^230 BT D730155C**  <285>^|1|^E201001^|^NON USARE/03^|^** grezza  <285>^|^PZ^|1|1
^A201001^|^NON USARE^|^230 BT D730155C**  <285>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|160|171.2
^A201002^|^FONDELLO ATTACCO LUX  ** <285>^|^D730153D^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A201002^|^FONDELLO ATTACCO LUX  ** <285>^|^D730153D^|1|^E201002^|^FONDELLO ATTACCO LUX  **^|^grezzo  <285>^|^PZ^|1|1
^A201002^|^FONDELLO ATTACCO LUX  ** <285>^|^D730153D^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|325|357.5
^A201003^|^TESTATA CILINDRO LUX^|^<285>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A201003^|^TESTATA CILINDRO LUX^|^<285>^|1|^E201003^|^TESTATA CILINDRO LUX^|^grezzo  <285>^|^PZ^|1|1
^A201003^|^TESTATA CILINDRO LUX^|^<285>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|160|176
^A201101^|^FONDELLO BERMA   **  <298>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A201101^|^FONDELLO BERMA   **  <298>^||1|^E201101^|^FONDELLO BERMA   ** grezzo^|^<298>^|^PZ^|1|1
^A201101^|^FONDELLO BERMA   **  <298>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|200|220
^A201102^|^CONDOTTO ASPIRAZIONE BERMA^|^**  <298>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A201102^|^CONDOTTO ASPIRAZIONE BERMA^|^**  <298>^|1|^E201102^|^CONDOTTO ASPIRAZIONE BERMA^|^** grezzo  <298>^|^PZ^|1|1
^A201102^|^CONDOTTO ASPIRAZIONE BERMA^|^**  <298>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|53|58.3
^A201201^|^CALOTTA MOD.SUB **  <299>^||1|^E201201^|^CALOTTA MOD.SUB ** grezza^|^<299>^|^PZ^|1|1
^A201201^|^CALOTTA MOD.SUB **  <299>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|280|299.6
^A201202^|^FONDELLO MOD.SUB   **  <299>^||1|^E201202^|^FONDELLO MOD.SUB ** grezzo^|^<299>^|^PZ^|1|1
^A201202^|^FONDELLO MOD.SUB   **  <299>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|353.1
^A201301^|^F.G.TESTATA INF.MOD.BERMA SENZ^|^A FORO ** <300>^|1|^E201301^|^F.G.TESTATA INF.MOD.BERMA SENZ^|^A FORO **grezza <300>^|^PZ^|1|1
^A201301^|^F.G.TESTATA INF.MOD.BERMA SENZ^|^A FORO ** <300>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|365|390.55
^A201302^|^F.G.TESTATA SUP.MOD.BERMA CON-^|^FORO ** <300>^|1|^E201302^|^F.G.TESTATA SUP.MOD.BERMA CON-^|^FORO ** grezza <300>^|^PZ^|1|1
^A201302^|^F.G.TESTATA SUP.MOD.BERMA CON-^|^FORO ** <300>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|365|390.55
^A201401^|^CALOTTA SUP.LEM **  <301>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.13|0.13
^A201401^|^CALOTTA SUP.LEM **  <301>^||1|^E201401^|^CALOTTA SUP. LEM ** grezza^|^<301>^|^PZ^|1|1
^A201401^|^CALOTTA SUP.LEM **  <301>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|305|335.5
^A201402^|^CALOTTA INF. LEM  **  <301>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A201402^|^CALOTTA INF. LEM  **  <301>^||1|^E201402^|^CALOTTA INF. LEM ** grezza^|^<301>^|^PZ^|1|1
^A201402^|^CALOTTA INF. LEM  **  <301>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|340|374
^A201501^|^FLANGIA MOTORE  <302>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A201501^|^FLANGIA MOTORE  <302>^||1|^E201501^|^FLANGIA MOTORE grezza  <302>^||^PZ^|1|1
^A201501^|^FLANGIA MOTORE  <302>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|360|396
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|1|7800067|^UNI6113 ST/TC M4x14 GREZZE^|^(viti)^|^PZ^|1|1
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|1|^E201601^|^REGGIMENSOLA ALL. grezza  <96>^||^PZ^|1|1
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|1|^E232400^|^PIASTRINA REGISTRO  grezza^|^<144>^|^PZ^|1|1
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2|2.2
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|1|^E580000^|^COPERCHIO BIANCO IN PLASTICA^|^st.                    1Y <98>^|^PZ^|1|1
^A201601^|^REGGIMENSOLA ALL.CON COPERCHIO^|^BIANCO  <96>^|2|9130009|^NOVA INN. PST AU I░ 524 N^|^EX NOVA  HIPS EX 545 N AU^|^GR^|0.01|0.01
^A201602^|^REGGIMENSOLA MODIFICATA CON^|^COPERCHIO BIANCO  <96>^|1|^E201601^|^REGGIMENSOLA ALL. grezza  <96>^||^PZ^|1|1
^A201602^|^REGGIMENSOLA MODIFICATA CON^|^COPERCHIO BIANCO  <96>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A201602^|^REGGIMENSOLA MODIFICATA CON^|^COPERCHIO BIANCO  <96>^|1|^E201603^|^PIASTRINA ALL. grezza  <96>^|^***COD.ELIMINATO 28/11/2000***^|^PZ^|1|1
^A201602^|^REGGIMENSOLA MODIFICATA CON^|^COPERCHIO BIANCO  <96>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2|2.14
^A201602^|^REGGIMENSOLA MODIFICATA CON^|^COPERCHIO BIANCO  <96>^|1|^E580000^|^COPERCHIO BIANCO IN PLASTICA^|^st.                    1Y <98>^|^PZ^|1|1
^A201602^|^REGGIMENSOLA MODIFICATA CON^|^COPERCHIO BIANCO  <96>^|2|9130009|^NOVA INN. PST AU I░ 524 N^|^EX NOVA  HIPS EX 545 N AU^|^GR^|0.01|0.01
^A201702^|^SEMICASSA RIDUTTORE/A **^|^<191>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A201702^|^SEMICASSA RIDUTTORE/A **^|^<191>^|1|^E201702^|^SEMICASSA RIDUTTORE/A  ** grez^|^za  <191>^|^PZ^|1|1
^A201702^|^SEMICASSA RIDUTTORE/A **^|^<191>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|275|302.5
^A201703^|^SEMICASSA RIDUTTORE/B  **^|^<191>  119E925B^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A201703^|^SEMICASSA RIDUTTORE/B  **^|^<191>  119E925B^|1|^E201703^|^SEMICASSA RIDUTTORE/B ** grezz^|^a  <191>^|^PZ^|1|1
^A201703^|^SEMICASSA RIDUTTORE/B  **^|^<191>  119E925B^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|275|302.5
^A201801^|^CALOTTA  MOTORIDUTTORE <192>^|^1.79769313486232E+308^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A201801^|^CALOTTA  MOTORIDUTTORE <192>^|^1.79769313486232E+308^|1|^E201801^|^CALOTTA grezza <192>^||^PZ^|1|1
^A201801^|^CALOTTA  MOTORIDUTTORE <192>^|^1.79769313486232E+308^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|125|137.5
^A201901^|^FLANGIA DI TESTA  **  <193>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A201901^|^FLANGIA DI TESTA  **  <193>^||1|^E201901^|^FLANGIA DI TESTA  ** grezza^|^<193>^|^PZ^|1|1
^A201901^|^FLANGIA DI TESTA  **  <193>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|115|126.5
^A201902^|^CALOTTA POSTERIORE  **  <193>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A201902^|^CALOTTA POSTERIORE  **  <193>^||1|^E201902^|^CALOTTA POSTERIORE  ** grezza^|^<193>^|^PZ^|1|1
^A201902^|^CALOTTA POSTERIORE  **  <193>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|115|126.5
^A201910^|^FLANGIA INFERIORE S285^|^<705>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A201910^|^FLANGIA INFERIORE S285^|^<705>^|1|^E201910^|^FLANGIA INFERIORE S285^|^grezzo <705>^|^PZ^|1|1
^A201910^|^FLANGIA INFERIORE S285^|^<705>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|200|220
^A201970^|^CERNIERA DX ERGO 04^|^<721>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A201970^|^CERNIERA DX ERGO 04^|^<721>^|1|^E201970^|^CERNIERA DX ERGO 04^|^grezzo <721>^|^PZ^|1|1
^A201970^|^CERNIERA DX ERGO 04^|^<721>^|2|9050014|^PANI ALLUMINIO EN AB 44400^|^ALSI 9^|^GR^|85|93.5
^A201980^|^CERNIERA SX ERGO 04^|^<721>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A201980^|^CERNIERA SX ERGO 04^|^<721>^|1|^E201980^|^CERNIERA SX ERGO 04^|^grezzo <721>^|^PZ^|1|1
^A201980^|^CERNIERA SX ERGO 04^|^<721>^|2|9050014|^PANI ALLUMINIO EN AB 44400^|^ALSI 9^|^GR^|85|93.5
^A202001^|^CASSA MOTORIDUTTORE^|^<229>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.04|0.04
^A202001^|^CASSA MOTORIDUTTORE^|^<229>^|1|^E202001^|^CASSA MOTORIDUTTORE dis.532 **^|^grezza  <229>^|^PZ^|1|1
^A202001^|^CASSA MOTORIDUTTORE^|^<229>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1250|1375
^A202002^|^COPERCHIO CASSA MOTORIDUTTORE^|^<230>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.04|0.04
^A202002^|^COPERCHIO CASSA MOTORIDUTTORE^|^<230>^|1|^E202002^|^COPERCHIO CASSA MOTORIDUTTORE^|^dis.531 ** grezzo  <230>^|^PZ^|1|1
^A202002^|^COPERCHIO CASSA MOTORIDUTTORE^|^<230>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|680|748
^A202010^|^ADATTATORE 60/80 ASPIR. AMBIEN^|^TE - lavorato -  <724>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.02|0.02
^A202010^|^ADATTATORE 60/80 ASPIR. AMBIEN^|^TE - lavorato -  <724>^|1|^E202010^|^ADATTATORE 60/80 ASPIR. AMBIEN^|^TE <724>^|^PZ^|1|1
^A202010^|^ADATTATORE 60/80 ASPIR. AMBIEN^|^TE - lavorato -  <724>^|2|9050010|^PANI ALLUMINIO EN AB 44300^||^GR^|360|396
^A202020^|^BASE SBLOCCO A CATENA DOD 12-1^|^4-15  <725>^|1|^E202020^|^BASE SBLOCCO A CATENA DOD 12-1^|^4-15  grezzo <725>^|^PZ^|1|1
^A202020^|^BASE SBLOCCO A CATENA DOD 12-1^|^4-15  <725>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|380|418
^A202030^|^PARTE SUPERIORE ERGO 04 CX CEN^|^TRALE <722>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202030^|^PARTE SUPERIORE ERGO 04 CX CEN^|^TRALE <722>^|1|^E202030^|^PARTE SUPERIORE ERGO 04 CX CEN^|^TRALE grezzo <722>^|^PZ^|1|1
^A202030^|^PARTE SUPERIORE ERGO 04 CX CEN^|^TRALE <722>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A202040^|^PARTE SUPERIORE ERGO 04 DX^|^<72201>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202040^|^PARTE SUPERIORE ERGO 04 DX^|^<72201>^|1|^E202030^|^PARTE SUPERIORE ERGO 04 CX CEN^|^TRALE grezzo <722>^|^PZ^|1|1
^A202040^|^PARTE SUPERIORE ERGO 04 DX^|^<72201>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A202050^|^PARTE SUPERIORE ERGO 04 SX^|^<72201>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202050^|^PARTE SUPERIORE ERGO 04 SX^|^<72201>^|1|^E202030^|^PARTE SUPERIORE ERGO 04 CX CEN^|^TRALE grezzo <722>^|^PZ^|1|1
^A202050^|^PARTE SUPERIORE ERGO 04 SX^|^<72201>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A202060^|^PARTE SUPERIORE STREAM 04 CX C^|^ENTRALE <72201>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202060^|^PARTE SUPERIORE STREAM 04 CX C^|^ENTRALE <72201>^|1|^E202060^|^PARTE SUPERIORE STREAM 04 CX C^|^ENTRALE grezzo <72201>^|^PZ^|1|1
^A202060^|^PARTE SUPERIORE STREAM 04 CX C^|^ENTRALE <72201>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A202070^|^PARTE SUPERIORE STREAM 04 DX^|^<72201>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202070^|^PARTE SUPERIORE STREAM 04 DX^|^<72201>^|1|^E202060^|^PARTE SUPERIORE STREAM 04 CX C^|^ENTRALE grezzo <72201>^|^PZ^|1|1
^A202070^|^PARTE SUPERIORE STREAM 04 DX^|^<72201>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A202080^|^PARTE SUPERIORE STREAM 04 SX^|^<72201>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202080^|^PARTE SUPERIORE STREAM 04 SX^|^<72201>^|1|^E202060^|^PARTE SUPERIORE STREAM 04 CX C^|^ENTRALE grezzo <72201>^|^PZ^|1|1
^A202080^|^PARTE SUPERIORE STREAM 04 SX^|^<72201>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A202101^|^FLANGIA ATT.MOTORE 119G533^|^<231>   NO SCARICO ALLUMINIO^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A202101^|^FLANGIA ATT.MOTORE 119G533^|^<231>   NO SCARICO ALLUMINIO^|1|^E202101^|^FLANGIA ATT.MOTORE  dis.533^|^grezza  <231>^|^PZ^|1|1
^A202101^|^FLANGIA ATT.MOTORE 119G533^|^<231>   NO SCARICO ALLUMINIO^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|140|154
^A202201^|^FLANGIA DI TRASCINAMENTO <248>^||1|7900041|^CARTONI 300x200x170^||^PZ^|0.02|0.02
